business_name,phone,website,cta_url,address,rating,reviews,has_website,maps_url
D&B Properties,,https://dandbdubai.com/,https://dandbdubai.com/,,4.8,56,yes,https://www.google.com/maps/place/D%26B+Properties/data=!4m7!3m6!1s0x3e5f683a8643b801:0xc1b89a885822742b!8m2!3d25.1876338!4d55.2705553!16s%2Fg%2F11cjht6b06!19sChIJAbhDhjpoXz4RK3QiWIiauME?authuser=0&hl=en&rclk=1
Real Choice Real Estate Brokers LLC,,https://realchoicedubai.com/,https://realchoicedubai.com/,,4.8,92,yes,https://www.google.com/maps/place/Real+Choice+Real+Estate+Brokers+LLC/data=!4m7!3m6!1s0x3e5f694766a9b6d3:0x7696d996f93ee94e!8m2!3d25.2235693!4d55.2809295!16s%2Fg%2F11lk1db9_p!19sChIJ07apZkdpXz4RTuk--ZbZlnY?authuser=0&hl=en&rclk=1
K Estates Dubai,,http://www.whiteandcogroup.com/,http://www.whiteandcogroup.com/,,4.8,290,yes,https://www.google.com/maps/place/K+Estates+Dubai/data=!4m7!3m6!1s0x3e5f6990c17d4225:0x5cba7a0328f29747!8m2!3d25.1141923!4d55.2462823!16s%2Fg%2F11svbr2y50!19sChIJJUJ9wZBpXz4RR5fyKAN6ulw?authuser=0&hl=en&rclk=1
Xperience​ Realty Real Estate,,https://www.xrealty.ae/,https://www.xrealty.ae/,,4.8,27,yes,https://www.google.com/maps/place/Xperience%E2%80%8B+Realty+Real+Estate/data=!4m7!3m6!1s0x3e5f69742ae364c3:0xf5f30b07708195fd!8m2!3d25.1143578!4d55.2463352!16s%2Fg%2F11ty7cwknc!19sChIJw2TjKnRpXz4R_ZWBcAcL8_U?authuser=0&hl=en&rclk=1
Aaronz & Co. Real Estate Services,,https://www.aaronz.co/,https://www.aaronz.co/,,4.8,"1,427",yes,https://www.google.com/maps/place/Aaronz+%26+Co.+Real+Estate+Services/data=!4m7!3m6!1s0x3e5f6d29eb90ea77:0x87d63301b291f06b!8m2!3d25.1148413!4d55.1376326!16s%2Fg%2F11rklf37rm!19sChIJd-qQ6yltXz4Ra_CRsgEz1oc?authuser=0&hl=en&rclk=1
White & Co Real Estate LLC,,http://www.whiteandcogroup.com/,http://www.whiteandcogroup.com/,,4.8,"1,042",yes,https://www.google.com/maps/place/White+%26+Co+Real+Estate+LLC/data=!4m7!3m6!1s0x3e5f6f7f7b199c2b:0xbfd73650c09125c6!8m2!3d25.0469536!4d55.2303258!16s%2Fg%2F11nyc4mk7y!19sChIJK5wZe39vXz4RxiWRwFA2178?authuser=0&hl=en&rclk=1
Unique Properties,,https://uniqueproperties.ae/en/,https://uniqueproperties.ae/en/,,4.8,444,yes,https://www.google.com/maps/place/Unique+Properties/data=!4m7!3m6!1s0x3e5f6bbeefffffff:0xe417fab21f5fff32!8m2!3d25.1888374!4d55.2629563!16s%2Fg%2F1vvywk6_!19sChIJ____775rXz4RMv9fH7L6F-Q?authuser=0&hl=en&rclk=1
Metropolitan Premium Properties,,https://metropolitan.realestate/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=mpp,https://metropolitan.realestate/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=mpp,,4.8,444,yes,https://www.google.com/maps/place/Metropolitan+Premium+Properties/data=!4m7!3m6!1s0x3e5f699d2560be17:0xf5856d2bee96f8aa!8m2!3d25.1839733!4d55.2594894!16s%2Fg%2F11h547xjnq!19sChIJF75gJZ1pXz4RqviW7itthfU?authuser=0&hl=en&rclk=1
House & Hedges Real Estate - Head Office,,https://houseandhedges.ae/,https://houseandhedges.ae/,,4.8,444,yes,https://www.google.com/maps/place/House+%26+Hedges+Real+Estate+-+Head+Office/data=!4m7!3m6!1s0x3e5f69ebd1d57ae9:0x50b2631d4ec4d90b!8m2!3d25.1136741!4d55.245812!16s%2Fg%2F11tx5yxqm4!19sChIJ6XrV0etpXz4RC9nETh1jslA?authuser=0&hl=en&rclk=1
Smart Folks Real Estate Brokers,,https://themegahub.in/,https://themegahub.in/,,4.8,444,yes,https://www.google.com/maps/place/Smart+Folks+Real+Estate+Brokers/data=!4m7!3m6!1s0x3e5f43337a7f09e9:0x206ffc964cfb75a!8m2!3d25.255722!4d55.3033769!16s%2Fg%2F11s3y7b60l!19sChIJ6Ql_ejNDXz4RWrfPZMn_BgI?authuser=0&hl=en&rclk=1
Patriot Real Estate,,https://patriot.ae/,https://patriot.ae/,,4.8,444,yes,https://www.google.com/maps/place/Patriot+Real+Estate/data=!4m7!3m6!1s0x3e5f6b6c153cc641:0x9623e9d1b9381936!8m2!3d25.0957956!4d55.1728127!16s%2Fg%2F11g22xm_th!19sChIJQcY8FWxrXz4RNhk4udHpI5Y?authuser=0&hl=en&rclk=1
Axis Real Estate Brokerage Dubai,,https://axisrealestate.ae/,https://axisrealestate.ae/,,4.8,444,yes,https://www.google.com/maps/place/Axis+Real+Estate+Brokerage+Dubai/data=!4m7!3m6!1s0x3e5f69a3dedc3e45:0x75baeb8946794c09!8m2!3d25.1877209!4d55.2554663!16s%2Fg%2F11sbpst74p!19sChIJRT7c3qNpXz4RCUx5RonrunU?authuser=0&hl=en&rclk=1
ALH Properties,,https://www.alhprops.com/,https://www.alhprops.com/,,4.8,444,yes,https://www.google.com/maps/place/ALH+Properties/data=!4m7!3m6!1s0x3e5f69812ec389a3:0x7cc97736f62ce74e!8m2!3d25.0753976!4d55.1398252!16s%2Fg%2F11j0j29plv!19sChIJo4nDLoFpXz4RTucs9jZ3yXw?authuser=0&hl=en&rclk=1
Provident Real Estate,,https://www.providentestate.com/,https://www.providentestate.com/,,4.8,444,yes,https://www.google.com/maps/place/Provident+Real+Estate/data=!4m7!3m6!1s0x3e5f158788cd5f49:0xde4fd2b7646c89d2!8m2!3d25.0751356!4d55.1399377!16s%2Fg%2F11ghn6kdrw!19sChIJSV_NiIcVXz4R0olsZLfST94?authuser=0&hl=en&rclk=1
Sky View,,http://www.skyviewdubai.com/,http://www.skyviewdubai.com/,,4.8,444,yes,https://www.google.com/maps/place/Sky+View/data=!4m7!3m6!1s0x3e5f69433689e4bb:0xc84c36a75a318930!8m2!3d25.188858!4d55.2696918!16s%2Fg%2F1q67g0jw0!19sChIJu-SJNkNpXz4RMIkxWqc2TMg?authuser=0&hl=en&rclk=1
Casa Nostra Real Estate Brokers,,http://casanostra.ae/,http://casanostra.ae/,,4.8,444,yes,https://www.google.com/maps/place/Casa+Nostra+Real+Estate+Brokers/data=!4m7!3m6!1s0x3e5f6b78665fb729:0x3fd4ce9685298644!8m2!3d25.0971369!4d55.1804753!16s%2Fg%2F11bbwnnmm7!19sChIJKbdfZnhrXz4RRIYphZbO1D8?authuser=0&hl=en&rclk=1
Aston Pearl Real Estate,,https://www.astonpearlre.com/,https://www.astonpearlre.com/,,4.8,444,yes,https://www.google.com/maps/place/Aston+Pearl+Real+Estate/data=!4m7!3m6!1s0x3e5f6bbd608c550f:0x6c07b528b7a50bce!8m2!3d25.1125625!4d55.1889375!16s%2Fg%2F1tfr_jzm!19sChIJD1WMYL1rXz4Rzgultyi1B2w?authuser=0&hl=en&rclk=1
Driven Properties LLC - HQ,,https://www.drivenproperties.com/,https://www.drivenproperties.com/,,4.8,444,yes,https://www.google.com/maps/place/Driven+Properties+LLC+-+HQ/data=!4m7!3m6!1s0x3e5f6830763235e1:0xf76fc2259db91cc6!8m2!3d25.2002439!4d55.2717221!16s%2Fg%2F11ckgl42wm!19sChIJ4TUydjBoXz4Rxhy5nSXCb_c?authuser=0&hl=en&rclk=1
HUAXIA REAL ESTATE BROKERS - DUBAI | 迪拜华夏地产,,https://www.huaxia.ae/?utm_source=local_maps&utm_medium=gbp&utm_campaign=googlemaps,https://www.huaxia.ae/?utm_source=local_maps&utm_medium=gbp&utm_campaign=googlemaps,,4.8,444,yes,https://www.google.com/maps/place/HUAXIA+REAL+ESTATE+BROKERS+-+DUBAI+%7C+%E8%BF%AA%E6%8B%9C%E5%8D%8E%E5%A4%8F%E5%9C%B0%E4%BA%A7/data=!4m7!3m6!1s0x3e5f69a57e472025:0xfe73371b2392a773!8m2!3d25.1134409!4d55.2459584!16s%2Fg%2F11h3bsdg9d!19sChIJJSBHfqVpXz4Rc6eSIxs3c_4?authuser=0&hl=en&rclk=1
DRE (Homes Real Estate),,https://www.huaxia.ae/?utm_source=local_maps&utm_medium=gbp&utm_campaign=googlemaps,https://www.huaxia.ae/?utm_source=local_maps&utm_medium=gbp&utm_campaign=googlemaps,,4.8,444,yes,https://www.google.com/maps/place/DRE+%28Homes+Real+Estate%29/data=!4m7!3m6!1s0x3e5f69d069d937b1:0xe9a4d6fc4b56d9a0!8m2!3d25.1133943!4d55.245715!16s%2Fg%2F1pv6y0q3z!19sChIJsTfZadBpXz4RoNlWS_zWpOk?authuser=0&hl=en&rclk=1
