business_name,phone,website,cta_url,address,rating,reviews,has_website,maps_url,email,instagram
J & C Toronto Real Estate Group,; 1771523124516; 2024.11.0,http://www.jandcrealty.com/,http://www.jandcrealty.com/,,5.0,60,yes,https://www.google.com/maps/place/J+%26+C+Toronto+Real+Estate+Group/data=!4m7!3m6!1s0x89d4cb39ff4d5403:0x2ca511233fef35dd!8m2!3d43.6636499!4d-79.3298123!16s%2Fg%2F11h1zyg5hk!19sChIJA1RN_znL1IkR3TXvPyMRpSw?authuser=0&hl=en&rclk=1,,
Fivewalls Realty,; 1771523124516; 2024.11.0,http://www.jandcrealty.com/,http://www.jandcrealty.com/,,5.0,60,yes,https://www.google.com/maps/place/Fivewalls+Realty/data=!4m7!3m6!1s0x89d4cb86051c62b7:0x244b4bc6ad45ed87!8m2!3d43.6505383!4d-79.379465!16s%2Fg%2F11bwpyyp23!19sChIJt2IcBYbL1IkRh-1FrcZLSyQ?authuser=0&hl=en&rclk=1,,
Raymond Yong Toronto Real Estate,; 1771523124516; 2024.11.0,http://www.jandcrealty.com/,http://www.jandcrealty.com/,,5.0,60,yes,https://www.google.com/maps/place/Raymond+Yong+Toronto+Real+Estate/data=!4m7!3m6!1s0x882b36813fc00001:0xb4a0f0856c1cca32!8m2!3d43.6517782!4d-79.474695!16s%2Fg%2F11bzr6xsrc!19sChIJAQDAP4E2K4gRMsocbIXwoLQ?authuser=0&hl=en&rclk=1,,
McLay Real Estate,; 1771523124516; 2024.11.0,http://www.jandcrealty.com/,http://www.jandcrealty.com/,,5.0,60,yes,https://www.google.com/maps/place/McLay+Real+Estate/data=!4m7!3m6!1s0x882b25e062fd9aa5:0x315d70d00c817ff7!8m2!3d43.6506412!4d-79.3704689!16s%2Fg%2F11jmz2jck_!19sChIJpZr9YuAlK4gR93-BDNBwXTE?authuser=0&hl=en&rclk=1,,
Rick Aurora - Real Estate Broker,; 2017-02-03; 2016-12-13,http://thisisyyz.ca/,http://thisisyyz.ca/,,5.0,537,yes,https://www.google.com/maps/place/Rick+Aurora+-+Real+Estate+Broker/data=!4m7!3m6!1s0x882b33116637946b:0x245ba044425a2f2c!8m2!3d43.7086822!4d-79.3877718!16s%2Fg%2F11f_n861f7!19sChIJa5Q3ZhEzK4gRLC9aQkSgWyQ?authuser=0&hl=en&rclk=1,raymond@thisisyyz.ca,
Forest Hill Real Estate Brokerage Inc. Yorkville,; 2017-02-03; 2016-12-13,http://thisisyyz.ca/,http://thisisyyz.ca/,,5.0,537,yes,https://www.google.com/maps/place/Forest+Hill+Real+Estate+Brokerage+Inc.+Yorkville/data=!4m7!3m6!1s0x882b34a5a81a2793:0x19ce2bc99144452c!8m2!3d43.6716281!4d-79.3937819!16s%2Fg%2F11f3x7w2cw!19sChIJkycaqKU0K4gRLEVEkckrzhk?authuser=0&hl=en&rclk=1,raymond@thisisyyz.ca,
Matthew Fernandes Group - Toronto Real Estate Agent,; 20260427135418; 20251209122801,http://www.matthewfernandes.ca/,http://www.matthewfernandes.ca/,,4.9,159,yes,https://www.google.com/maps/place/Matthew+Fernandes+Group+-+Toronto+Real+Estate+Agent/data=!4m7!3m6!1s0x882b36813dd6f5a5:0x19368281d163d862!8m2!3d43.6693289!4d-79.441639!16s%2Fg%2F11b7zkfzzj!19sChIJpfXWPYE2K4gRYthj0YGCNhk?authuser=0&hl=en&rclk=1,matthew@matthewfernandes.ca,Matthewfernandesgroup; matthewfernandesgroup
The Armstrong Team | Jarrod + Karolina Armstrong,; 254038039470498; 994635544,https://jarrodarmstrong.com/,https://jarrodarmstrong.com/,,4.9,537,yes,https://www.google.com/maps/place/The+Armstrong+Team+%7C+Jarrod+%2B+Karolina+Armstrong/data=!4m7!3m6!1s0x882b33302ea6cce7:0x6e2962d7f08760e2!8m2!3d43.6443607!4d-79.3683169!16s%2Fg%2F113g7_d5l!19sChIJ58ymLjAzK4gR4mCH8NdiKW4?authuser=0&hl=en&rclk=1,agentjarrod@gmail.com,thearmstrongteam
"Sivage Sivagumaran, CPA | Toronto & GTA Real Estate Broker",; 2026-02-21; 2024-12-23,https://sivagerealty.ca/,https://sivagerealty.ca/,,4.9,7,yes,"https://www.google.com/maps/place/Sivage+Sivagumaran,+CPA+%7C+Toronto+%26+GTA+Real+Estate+Broker/data=!4m7!3m6!1s0x89d4db59a684ffcf:0xdf172df0afc6d59f!8m2!3d43.7894193!4d-79.236172!16s%2Fg%2F11j6ygtj5q!19sChIJz_-Eplnb1IkRn9XGr_AtF98?authuser=0&hl=en&rclk=1",sivagehomes@sivage.ca; sivagehomes@yahoo.com; seokumarch@gmail.com,realtorsivage
the BREL team,; 2026-02-21; 2024-12-23,https://sivagerealty.ca/,https://sivagerealty.ca/,,4.9,7,yes,https://www.google.com/maps/place/the+BREL+team/data=!4m7!3m6!1s0x882b34e3cec55abb:0xe969e489330fd5ec!8m2!3d43.6461664!4d-79.4482755!16s%2Fg%2F12llsbgp3!19sChIJu1rFzuM0K4gR7NUPM4nkaek?authuser=0&hl=en&rclk=1,sivagehomes@sivage.ca; sivagehomes@yahoo.com; seokumarch@gmail.com,realtorsivage
"Living Toronto Real Estate | Socrates Apallas, Realtor",; 896925223; 2020-10-26,https://www.getwhatyouwant.ca/,https://www.getwhatyouwant.ca/,,4.9,1,yes,"https://www.google.com/maps/place/Living+Toronto+Real+Estate+%7C+Socrates+Apallas,+Realtor/data=!4m7!3m6!1s0x89d4cb400ce45b19:0x224eeae7e9f26120!8m2!3d43.6548717!4d-79.3593709!16s%2Fg%2F1ptydr2fs!19sChIJGVvkDEDL1IkRIGHy6efqTiI?authuser=0&hl=en&rclk=1",brel@getwhatyouwant.ca; deals@getwhatyouwant.ca,thebrelteam
Saul Sanchez - Toronto Luxury Real Estate Agent - Yorkville Office,; 722633409; 896925223,https://www.getwhatyouwant.ca/,https://www.getwhatyouwant.ca/,,4.9,1,yes,https://www.google.com/maps/place/Saul+Sanchez+-+Toronto+Luxury+Real+Estate+Agent+-+Yorkville+Office/data=!4m7!3m6!1s0x89d4cb75b08a1ddd:0xe770243a3973181b!8m2!3d43.6707534!4d-79.3917658!16s%2Fg%2F11k2thjdhf!19sChIJ3R2KsHXL1IkRGxhzOTokcOc?authuser=0&hl=en&rclk=1,brel@getwhatyouwant.ca; deals@getwhatyouwant.ca,thebrelteam
Mo Realty Team - Toronto Real Estate Agents,; 722633409; 896925223,https://www.getwhatyouwant.ca/,https://www.getwhatyouwant.ca/,,4.9,1,yes,https://www.google.com/maps/place/Mo+Realty+Team+-+Toronto+Real+Estate+Agents/data=!4m7!3m6!1s0x89d4d19c95eec9ad:0x892f281db2c27299!8m2!3d43.7438853!4d-79.2908863!16s%2Fg%2F11pv2np_9j!19sChIJrcnulZzR1IkRmXLCsh0oL4k?authuser=0&hl=en&rclk=1,brel@getwhatyouwant.ca; deals@getwhatyouwant.ca,thebrelteam
The Rodrigues Group: Toronto Luxury Real Estate Team,; 83.33333333; 1456-2794-4,http://rodriguesgroup.ca/,http://rodriguesgroup.ca/,,4.9,159,yes,https://www.google.com/maps/place/The+Rodrigues+Group:+Toronto+Luxury+Real+Estate+Team/data=!4m7!3m6!1s0x882b34de4af8a2f3:0x63e9727ebbdf514a!8m2!3d43.6885811!4d-79.4123882!16s%2Fg%2F11gf9dv1sr!19sChIJ86L4St40K4gRSlHfu35y6WM?authuser=0&hl=en&rclk=1,info@dorianrodrigues.com; dr@dorianrodrigues.com,dorianxrodrigues
The Spring Team Real Estate,; 20260427135418; 20251209122801,http://www.matthewfernandes.ca/,http://www.matthewfernandes.ca/,,4.9,159,yes,https://www.google.com/maps/place/The+Spring+Team+Real+Estate/data=!4m7!3m6!1s0x89d4cb857dc90935:0x89bbbc4f9b44d80!8m2!3d43.6601806!4d-79.3534831!16s%2Fg%2F119vc0dtw!19sChIJNQnJfYXL1IkRgE20-cS7mwg?authuser=0&hl=en&rclk=1,matthew@matthewfernandes.ca,Matthewfernandesgroup; matthewfernandesgroup
Shen Walji | Toronto Real Estate Agent • Detached • Semis • Townhomes • Condos,; +14379129288; 663582558324300,https://www.dealwithshen.com/,https://www.dealwithshen.com/,,4.9,17,yes,https://www.google.com/maps/place/Shen+Walji+%7C+Toronto+Real+Estate+Agent+%E2%80%A2+Detached+%E2%80%A2+Semis+%E2%80%A2+Townhomes+%E2%80%A2+Condos/data=!4m7!3m6!1s0x882b5dd792f1a6e1:0x1c83095a9f4d38da!8m2!3d43.6868021!4d-79.3955006!16s%2Fg%2F11rhxjjwxf!19sChIJ4abxktddK4gR2jhNn1oJgxw?authuser=0&hl=en&rclk=1,info@dealwithshen.com; shen@dealwithshen.com,dealwithshen; realtor_shen
